file	result	note	limit : 1
DTS/Alligator/TPTP/dne.test	True
DTS/Alligator/TPTP/dni.test	True
DTS/Alligator/TPTP/dni2.test	True
DTS/Alligator/TPTP/dni3.test	True
DTS/Alligator/TPTP/dni4.test	True
DTS/Alligator/TPTP/efq.test	True
DTS/Alligator/TPTP/lem.test	True
DTS/Alligator/TPTP/lem_all.test	False
DTS/Alligator/TPTP/lem_exist.test	False
DTS/Alligator/TPTP/transitive.test	True
DTS/Alligator/TPTP/transitive2.test	True
DTS/Alligator/TPTP/transitive_7_18.test	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN001+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN007+1.014.p	False
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN040+1.p	False
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN041+1.p	False
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN044+1.p		timeout false
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN045+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN046+1.p	False
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN047+1.p	False
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN387+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN388+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN389+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN390+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN391+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN392+1.p		timeout false
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN393+1.p	False
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN416+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN915+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN916+1.p	False
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN977+1.p	True
../../ILTP-v1.1.2-propositional/Problems/SYN/SYN978+1.p	True
